Rk,Player,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,All Star and/or HOF (played prior to 1933 when AS Game was created)
20,Mark McGwire,1998,34,STL,NL,155,681,509,130,152,21,0,70,147,162,28,155,6,0,4,8,1,0,0.299,0.47,0.753,1.222,*3/H,1
21,Ted Williams,1942,23,BOS,AL,150,671,522,141,186,34,5,36,137,145,20,51,4,0,,12,3,2,0.356,0.499,0.648,1.147,*7/9,1
22,Ted Williams,1946,27,BOS,AL,150,672,514,142,176,37,8,38,123,156,29,44,2,0,,12,0,0,0.342,0.497,0.667,1.164,*7,1
23,Jeff Bagwell,1994,26,HOU,NL,110,479,400,104,147,32,2,39,116,65,14,65,4,0,10,12,15,4,0.368,0.451,0.75,1.201,*3/H9,1
24,Frank Thomas,1994,26,CHW,AL,113,517,399,106,141,34,1,38,101,109,12,61,2,0,7,15,2,3,0.353,0.487,0.729,1.217,*3D/H,1
25,Babe Ruth,1930,35,NYY,AL,145,676,518,150,186,28,9,49,153,136,8,61,1,21,,,10,10,0.359,0.493,0.732,1.225,97/1,1
26,Mickey Mantle,1956,24,NYY,AL,150,652,533,132,188,22,5,52,130,112,6,99,2,1,4,4,10,1,0.353,0.464,0.705,1.169,*8/H,1
27,Rogers Hornsby,1925,29,STL,NL,138,606,504,133,203,41,10,39,143,83,,39,2,16,,,5,3,0.403,0.489,0.756,1.245,*4/H,1
28,Willie McCovey,1969,31,SFG,NL,149,623,491,101,157,26,2,45,126,121,45,66,4,0,7,11,0,0,0.32,0.453,0.656,1.108,*3/H,1
29,Ty Cobb,1917,30,DET,AL,152,672,588,107,225,44,24,6,106,61,,34,4,16,,,55,,0.383,0.444,0.57,1.014,*89/H,1
30,Dan Brouthers,1886,28,DTN,NL,121,555,489,139,181,40,15,11,72,66,,16,,,,,21,,0.37,0.445,0.581,1.026,*3,1
31,Lou Gehrig,1934,31,NYY,AL,154,690,579,128,210,40,6,49,166,109,13,31,2,0,,,9,5,0.363,0.465,0.706,1.172,*3/6,1
32,Jimmie Foxx,1932,24,PHA,AL,154,702,585,151,213,33,9,58,169,116,10,96,0,0,,,3,7,0.364,0.469,0.749,1.218,*35,1
33,Rogers Hornsby,1922,26,STL,NL,154,704,623,141,250,46,14,42,152,65,,50,1,15,,,17,12,0.401,0.459,0.722,1.181,*4,1
34,Barry Bonds,1993,28,SFG,NL,159,674,539,129,181,38,4,46,123,126,43,79,2,0,7,11,29,12,0.336,0.459,0.677,1.136,*7/H,1
35,Mickey Mantle,1961,29,NYY,AL,153,646,514,131,163,16,6,54,128,126,9,112,0,1,5,2,12,1,0.317,0.448,0.687,1.135,*8/H,1
36,Babe Ruth,1928,33,NYY,AL,154,684,536,163,173,29,8,54,146,137,8,87,3,8,,,4,5,0.323,0.463,0.709,1.172,97,1
37,Ted Williams,1947,28,BOS,AL,156,693,528,125,181,40,9,32,114,162,29,47,2,1,,10,0,1,0.343,0.499,0.635,1.133,*7,1
38,Ty Cobb,1910,23,DET,AL,140,598,508,106,194,35,13,8,91,64,,46,4,16,,,65,,0.382,0.455,0.549,1.004,*89/H,1
39,Honus Wagner,1908,34,PIT,NL,151,641,568,100,201,39,19,10,109,54,,22,5,14,,,53,,0.354,0.415,0.542,0.957,*6,1
40,Barry Bonds,1992,27,PIT,NL,140,612,473,109,147,36,5,34,103,127,32,69,5,0,7,9,39,8,0.311,0.456,0.624,1.08,*7/H,1
41,George Hall,1876,27,ATH,NL,60,276,268,51,98,7,13,5,45,8,,4,,,,,,,0.366,0.384,0.545,0.929,*7/9,0
42,Sammy Sosa,2001,32,CHC,NL,160,711,577,146,189,34,5,64,160,116,37,153,6,0,12,6,0,2,0.328,0.437,0.737,1.174,*9,1
43,George Brett,1980,27,KCR,AL,117,515,449,87,175,33,9,24,118,58,16,22,1,0,7,11,15,6,0.39,0.454,0.664,1.118,*5/H3,1
44,Lou Gehrig,1930,27,NYY,AL,154,703,581,143,220,42,17,41,173,101,3,63,3,18,,,12,14,0.379,0.473,0.721,1.194,*3/7,1
45,Dan Brouthers,1885,27,BUF,NL,98,441,407,87,146,32,11,7,59,34,,10,,,,,,,0.359,0.408,0.543,0.951,*3,1
46,Rogers Hornsby,1928,32,BSN,NL,140,621,486,99,188,42,7,21,94,107,9,41,1,25,,,5,3,0.387,0.498,0.632,1.13,*4,1
47,Norm Cash,1961,27,DET,AL,159,673,535,119,193,22,8,41,132,124,19,85,9,2,2,16,11,5,0.361,0.487,0.662,1.148,*3/H,1
48,Ted Williams,1954,35,BOS,AL,117,526,386,93,133,23,1,29,89,136,17,32,1,0,3,10,0,0,0.345,0.513,0.635,1.148,*7/H,1
49,Jimmie Foxx,1933,25,PHA,AL,149,670,573,125,204,37,9,48,163,96,9,93,1,0,,,2,2,0.356,0.449,0.703,1.153,*3/6,1
50,Babe Ruth,1932,37,NYY,AL,133,589,457,120,156,13,5,41,137,130,4,62,2,0,,,2,2,0.341,0.489,0.661,1.15,97/H3,1
51,Stan Musial,1948,27,STL,NL,155,698,611,135,230,46,18,39,131,79,6,34,3,1,,18,7,3,0.376,0.45,0.702,1.152,987/3,1
52,Ty Cobb,1912,25,DET,AL,140,610,553,119,226,30,23,7,83,43,,30,5,8,,,61,34,0.409,0.456,0.584,1.04,*8/7,1
53,Nap Lajoie,1904,29,CLE,AL,140,595,553,92,208,49,15,5,102,27,,19,8,6,,,29,,0.376,0.413,0.546,0.959,*46/3,1
54,Roger Connor,1885,27,NYG,NL,110,506,455,102,169,23,15,1,65,51,,8,,,,,,,0.371,0.435,0.495,0.929,*3,1
55,Jason Giambi,2001,30,OAK,AL,154,671,520,109,178,47,2,38,120,129,24,83,13,0,9,17,2,0,0.342,0.477,0.66,1.137,*3D/H,1
56,Dick Allen,1972,30,CHW,AL,148,609,506,90,156,28,5,37,113,99,16,126,1,0,3,13,19,8,0.308,0.42,0.603,1.023,*3/H5,1
57,Dan Brouthers,1882,24,BUF,NL,84,372,351,71,129,23,11,6,63,21,,7,,,,,,,0.368,0.403,0.547,0.95,*3,1
58,Mike Trout,2018,26,LAA,AL,140,608,471,101,147,24,4,39,79,122,25,124,10,0,4,5,24,2,0.312,0.46,0.629,1.088,*8D/H,1
59,Bryce Harper,2015,22,WSN,NL,153,654,521,118,172,38,1,42,99,124,15,131,5,0,4,15,6,4,0.33,0.46,0.649,1.109,*98/D,1
60,Mike Schmidt,1981,31,PHI,NL,102,434,354,78,112,19,2,31,91,73,18,71,4,0,3,9,12,4,0.316,0.436,0.644,1.08,*5/H,1
61,Frank Robinson,1966,30,BAL,AL,155,680,576,122,182,34,2,49,122,87,11,90,10,0,7,24,8,5,0.316,0.41,0.637,1.048,*97/3H,1
62,Nap Lajoie,1901,26,PHA,AL,131,582,544,145,232,48,14,14,125,24,,9,13,1,,,27,,0.427,0.463,0.643,1.106,*46,1
63,Jim Thome,2002,31,CLE,AL,147,613,480,101,146,19,2,52,118,122,18,139,5,0,6,5,1,2,0.304,0.445,0.677,1.123,*3D/H,1
64,Nap Lajoie,1910,35,CLE,AL,159,679,592,94,227,51,7,4,76,60,,18,5,21,,,26,,0.383,0.444,0.514,0.958,*43,1
65,Mark McGwire,1996,32,OAK,AL,130,548,423,104,132,21,0,52,113,116,16,112,8,0,1,14,0,0,0.312,0.467,0.731,1.198,*3D/H,1
66,Ty Cobb,1911,24,DET,AL,146,656,592,148,248,47,24,8,127,44,,42,8,11,,,83,,0.419,0.466,0.62,1.086,*8,1
67,Mickey Mantle,1962,30,NYY,AL,123,502,377,96,121,15,1,30,89,122,9,78,1,0,2,4,9,0,0.321,0.486,0.605,1.091,*89/H,1
68,Albert Belle,1994,27,CLE,AL,106,480,412,90,147,35,2,36,101,58,9,71,5,1,4,5,9,6,0.357,0.438,0.714,1.152,*7/D,1
69,Henry Aaron,1971,37,ATL,NL,139,573,495,95,162,22,3,47,118,71,21,58,2,0,5,9,1,1,0.327,0.41,0.669,1.079,39H,1
70,Lou Gehrig,1931,28,NYY,AL,155,738,619,163,211,31,15,46,185,117,14,56,0,2,,,17,12,0.341,0.446,0.662,1.108,*3/9,1
71,Harry Heilmann,1923,28,DET,AL,144,627,524,121,211,44,11,18,115,74,,40,5,23,,,9,7,0.403,0.481,0.632,1.113,*93/H,1
72,Ty Cobb,1918,31,DET,AL,111,474,421,81,161,19,14,3,62,41,,21,2,9,,,34,,0.382,0.44,0.515,0.955,*83/H1945,1
73,Ty Cobb,1913,26,DET,AL,122,504,429,70,167,18,16,4,67,58,,31,4,11,,,51,,0.389,0.466,0.534,1,*89/H4,1
74,Carl Yastrzemski,1967,27,BOS,AL,161,680,579,112,189,31,4,44,121,91,11,69,4,1,5,5,10,8,0.326,0.418,0.622,1.04,*7/H8,1
75,Babe Ruth,1929,34,NYY,AL,135,587,499,121,172,26,6,46,154,72,5,60,3,13,,,5,3,0.345,0.43,0.697,1.128,97/H,1
76,Lou Gehrig,1928,25,NYY,AL,154,678,562,139,210,47,13,27,147,95,3,69,4,16,,,4,11,0.374,0.468,0.648,1.115,*3,1
77,King Kelly,1886,28,CHC,NL,118,534,451,155,175,32,11,4,79,83,,33,,,,,53,,0.388,0.483,0.534,1.018,92/35468,1
78,Deacon White,1877,29,BSN,NL,59,274,266,51,103,14,11,2,49,8,,3,,,,,,,0.387,0.405,0.545,0.95,39/2,1
79,Shoeless Joe Jackson,1911,23,CLE,AL,147,641,571,126,233,45,19,7,83,56,,42,8,6,,,41,,0.408,0.468,0.59,1.058,98,0
80,George Stone,1906,29,SLB,AL,154,658,581,91,208,25,20,6,71,52,,89,7,18,,,35,,0.358,0.417,0.501,0.918,*7,0
81,Albert Pujols,2008,28,STL,NL,148,641,524,100,187,44,0,37,116,104,34,54,5,0,8,16,7,3,0.357,0.462,0.653,1.115,*3/HD4,1
82,Kevin Mitchell,1989,27,SFG,NL,154,640,543,100,158,34,6,47,125,87,32,115,3,0,7,6,3,4,0.291,0.388,0.635,1.023,*7/H5,1
83,Babe Ruth,1918,23,BOS,AL,95,382,317,50,95,26,11,11,61,58,,58,2,3,,,6,,0.3,0.411,0.555,0.966,7138/H,1
84,Ty Cobb,1909,22,DET,AL,156,655,573,115,216,33,10,9,107,48,,45,6,24,,,76,,0.377,0.431,0.517,0.947,*9/84,1
85,Cap Anson,1881,29,CHC,NL,84,369,343,67,137,21,7,1,82,26,,4,,,,,,,0.399,0.442,0.51,0.952,*3/26,1
86,Shoeless Joe Jackson,1913,25,CLE,AL,148,623,528,109,197,39,17,7,71,80,,26,5,10,,,26,,0.373,0.46,0.551,1.011,*9,0
87,Ted Williams,1949,30,BOS,AL,155,730,566,150,194,39,3,43,159,162,11,48,2,0,,22,1,1,0.343,0.49,0.65,1.141,*7,1
88,Rogers Hornsby,1921,25,STL,NL,154,674,592,131,235,44,18,21,126,60,,48,7,15,,,13,13,0.397,0.458,0.639,1.097,*4/7653,1
89,Shoeless Joe Jackson,1912,24,CLE,AL,154,653,572,121,226,44,26,3,90,54,,19,12,15,,,35,20,0.395,0.458,0.579,1.036,*98/H,0
90,Miguel Cabrera,2013,30,DET,AL,148,652,555,103,193,26,1,44,137,90,19,94,5,0,2,19,3,0,0.348,0.442,0.636,1.078,*5/HD,1
91,Lou Gehrig,1936,33,NYY,AL,155,719,579,167,205,37,7,49,152,130,9,46,7,3,,,3,4,0.354,0.478,0.696,1.174,*3,1
92,Arky Vaughan,1935,23,PIT,NL,137,610,499,108,192,34,10,19,99,97,7,18,7,7,,5,4,7,0.385,0.491,0.607,1.098,*6,1
93,Ty Cobb,1914,27,DET,AL,98,415,345,69,127,22,11,2,57,57,,22,6,6,,,35,17,0.368,0.466,0.513,0.979,*8/H,1
94,Tris Speaker,1912,24,BOS,AL,153,675,580,136,222,53,12,10,90,82,,36,6,7,,,52,28,0.383,0.464,0.567,1.031,*8,1
95,Ed Delahanty,1896,28,PHI,NL,123,574,499,131,198,44,17,13,126,62,,22,9,4,,,37,,0.397,0.472,0.631,1.103,*73/4,1
96,Dan Brouthers,1884,26,BUF,NL,94,431,398,82,130,22,15,14,79,33,,20,,,,,,,0.327,0.378,0.563,0.941,*3/5,1
97,Albert Pujols,2009,29,STL,NL,160,700,568,124,186,45,1,47,135,115,44,64,9,0,8,23,16,4,0.328,0.443,0.659,1.101,*3/HD,1
98,Gary Sheffield,1996,27,FLA,NL,161,677,519,118,163,33,1,42,120,142,19,66,10,0,6,16,16,9,0.314,0.465,0.624,1.09,*9/H,1
99,Rickey Henderson,1990,31,OAK,AL,136,594,489,119,159,33,3,28,61,97,2,60,4,2,2,13,65,10,0.325,0.439,0.577,1.016,*7D/H,1
100,Reggie Jackson,1969,23,OAK,AL,152,678,549,123,151,36,3,47,118,114,20,142,12,1,1,8,13,5,0.275,0.41,0.608,1.018,*98/H,1
101,Ted Williams,1948,29,BOS,AL,137,638,509,124,188,44,3,25,127,126,14,41,3,0,,10,4,0,0.369,0.497,0.615,1.112,*7/H,1
102,Ed Delahanty,1899,31,PHI,NL,146,645,581,135,238,55,9,9,137,55,,22,4,5,,,30,,0.41,0.464,0.582,1.046,*7,1
103,Barry Bonds,2000,35,SFG,NL,143,607,480,129,147,28,4,49,106,117,22,77,3,0,7,6,11,3,0.306,0.44,0.688,1.127,*7/H,1
104,Barry Bonds,1996,31,SFG,NL,158,675,517,122,159,27,3,42,129,151,30,76,1,0,6,11,40,7,0.308,0.461,0.615,1.076,*7/H8,1
105,Mickey Mantle,1958,26,NYY,AL,150,654,519,127,158,21,1,42,97,129,13,120,2,2,2,11,18,3,0.304,0.443,0.592,1.035,*8,1
106,Jimmie Foxx,1939,31,BOS,AL,124,565,467,130,168,31,10,35,105,89,6,72,2,5,,17,4,3,0.36,0.464,0.694,1.158,*3/H1,1
107,Rogers Hornsby,1923,27,STL,NL,107,487,424,89,163,32,10,17,83,55,,29,3,5,,,3,7,0.384,0.459,0.627,1.086,*43/6H,1
108,Honus Wagner,1904,30,PIT,NL,132,558,490,97,171,44,14,4,75,59,,44,4,5,,,53,,0.349,0.423,0.52,0.944,*6/7384H,1
109,Freddie Freeman,2020,30,ATL,NL,60,262,214,51,73,23,1,13,53,45,7,37,3,0,0,6,2,0,0.341,0.462,0.64,1.102,*3/HD,1
110,Albert Pujols,2003,23,STL,NL,157,685,591,137,212,51,1,43,124,79,12,65,10,0,5,13,5,1,0.359,0.439,0.667,1.106,*73/HD,1
111,Jason Giambi,2000,29,OAK,AL,152,664,510,108,170,29,1,43,137,137,6,96,9,0,8,9,2,0,0.333,0.476,0.647,1.123,*3D/H,1
112,Joe Morgan,1976,32,CIN,NL,141,599,472,113,151,30,5,27,111,114,8,41,1,0,12,2,60,9,0.32,0.444,0.576,1.02,*4H,1
113,Frank Robinson,1967,31,BAL,AL,129,563,479,83,149,23,7,30,94,71,14,84,7,0,6,10,2,3,0.311,0.403,0.576,0.979,*97/3H,1
114,Jim Gentile,1961,27,BAL,AL,148,601,486,96,147,25,2,46,141,96,5,106,11,0,8,12,1,1,0.303,0.423,0.646,1.069,*3H,1
115,Honus Wagner,1907,33,PIT,NL,142,581,515,98,180,38,14,6,82,46,,40,5,14,,,61,,0.35,0.408,0.513,0.921,*6/3,1
116,Ed Delahanty,1902,34,WSH,AL,123,541,473,103,178,43,14,10,93,62,,9,4,0,,,16,,0.376,0.453,0.59,1.043,*73,1
117,Dan Brouthers,1883,25,BUF,NL,98,441,425,85,159,41,17,3,97,16,,17,,,,,,,0.374,0.397,0.572,0.969,*3/15,1
118,Mookie Betts,2018,25,BOS,AL,136,614,520,129,180,47,5,32,80,81,8,91,8,0,5,5,30,6,0.346,0.438,0.64,1.079,*98/HD4,1
119,Mike Trout,2017,25,LAA,AL,114,507,402,92,123,25,3,33,72,94,15,90,7,0,4,8,22,4,0.306,0.442,0.629,1.071,*8/D,1
120,Manny Ramirez,2000,28,CLE,AL,118,532,439,92,154,34,2,38,122,86,9,117,3,0,4,9,1,1,0.351,0.457,0.697,1.154,*9D,1
121,John Olerud,1993,24,TOR,AL,158,679,551,109,200,54,2,24,107,114,33,65,7,0,7,12,0,2,0.363,0.473,0.599,1.072,*3D/H,1
122,Willie Stargell,1973,33,PIT,NL,148,609,522,106,156,43,3,44,119,80,22,129,3,0,4,6,0,0,0.299,0.392,0.646,1.038,*7/H,1
123,Ralph Kiner,1949,26,PIT,NL,152,667,549,116,170,19,5,54,127,117,12,61,1,0,,10,6,5,0.31,0.432,0.658,1.089,*7,1
124,Jimmie Foxx,1934,26,PHA,AL,150,652,539,120,180,28,6,44,130,111,17,75,1,1,,,11,2,0.334,0.449,0.653,1.102,*3/5H,1
125,Tris Speaker,1916,28,CLE,AL,151,647,546,102,211,41,8,2,79,82,,20,4,15,,,35,27,0.386,0.47,0.502,0.972,*8,1
126,Ed Delahanty,1895,27,PHI,NL,116,578,480,149,194,49,10,11,106,86,,31,6,6,,,46,,0.404,0.5,0.617,1.117,*7/6485,1
127,Mike Piazza,1997,28,LAD,NL,152,633,556,104,201,32,1,40,124,69,11,77,3,0,5,19,5,1,0.362,0.431,0.639,1.07,*2/DH,1
128,Edgar Martinez,1995,32,SEA,AL,145,639,511,121,182,52,0,29,113,116,19,87,8,0,4,11,4,3,0.356,0.479,0.628,1.107,*D/53,1
129,Kevin Mitchell,1994,32,CIN,NL,95,380,310,57,101,18,1,30,77,59,15,62,3,0,8,12,2,0,0.326,0.429,0.681,1.11,*7/H3,1
130,Willie Stargell,1971,31,PIT,NL,141,606,511,104,151,26,0,48,125,83,20,154,7,0,5,8,0,0,0.296,0.398,0.628,1.026,*7/H,1
131,Willie Mays,1965,34,SFG,NL,157,638,558,118,177,21,3,52,112,76,16,71,0,2,2,11,9,4,0.317,0.398,0.645,1.043,*8/H97,1
132,Ralph Kiner,1951,28,PIT,NL,151,670,531,124,164,31,6,42,109,137,13,57,2,0,,10,2,1,0.309,0.452,0.627,1.079,73,1
133,Joe DiMaggio,1941,26,NYY,AL,139,622,541,122,193,43,11,30,125,76,21,13,4,0,,6,4,2,0.357,0.44,0.643,1.083,*8,1
134,Rogers Hornsby,1920,24,STL,NL,149,660,589,96,218,44,20,9,94,60,,50,3,8,,,12,15,0.37,0.431,0.559,0.99,*4,1
135,Ty Cobb,1915,28,DET,AL,156,701,563,144,208,31,13,3,99,118,,43,10,9,,,96,38,0.369,0.486,0.487,0.973,*8,1
136,King Kelly,1884,26,CHC,NL,108,498,452,120,160,28,5,13,95,46,,24,,,,,,,0.354,0.414,0.524,0.938,9265/314,1
137,Roger Connor,1882,24,TRO,NL,81,362,349,65,115,22,18,4,42,13,,20,,,,,,,0.33,0.354,0.53,0.884,385/7,1
138,George Gore,1880,26,CHC,NL,77,343,322,70,116,23,2,2,47,21,,10,,,,,,,0.36,0.399,0.463,0.862,*8/39,0
139,Manny Ramirez,2002,30,BOS,AL,120,518,436,84,152,31,0,33,107,73,14,85,8,0,1,13,0,0,0.349,0.45,0.647,1.097,7D/9H,1
140,Joe DiMaggio,1939,24,NYY,AL,120,524,462,108,176,32,6,30,126,52,9,20,4,6,,11,3,0,0.381,0.448,0.671,1.119,*8/H,1
141,Orator Shafer,1878,26,IND,NL,63,279,266,48,90,19,6,0,30,13,,20,,,,,,,0.338,0.369,0.455,0.824,*9/7,0
142,Barry Bonds,1994,29,SFG,NL,112,474,391,89,122,18,1,37,81,74,18,43,6,0,3,3,29,9,0.312,0.426,0.647,1.073,*7/H,1
143,Henry Aaron,1959,25,MLN,NL,154,693,629,116,223,46,7,39,123,51,17,54,4,0,9,19,8,0,0.355,0.401,0.636,1.037,*98/5,1
144,Stan Musial,1951,30,STL,NL,152,678,578,124,205,30,12,32,108,98,24,40,1,1,,6,4,5,0.355,0.449,0.614,1.063,738/9H,1
145,Stan Musial,1946,25,STL,NL,156,702,624,124,228,50,20,16,103,73,9,31,3,2,,7,7,9,0.365,0.434,0.587,1.021,*37,1
146,Jimmie Foxx,1938,30,BOS,AL,149,685,565,139,197,33,9,50,175,119,12,76,0,1,,,5,4,0.349,0.462,0.704,1.166,*3,1
147,Roger Connor,1886,28,NYG,NL,118,526,485,105,172,29,20,7,71,41,,15,,,,,17,,0.355,0.405,0.54,0.945,*3,1
148,Fred Carroll,1889,24,PIT,NL,91,414,318,80,105,21,11,2,51,85,,26,11,,,,19,,0.33,0.486,0.484,0.97,278/395,0
149,Jim Whitney,1882,24,BSN,NL,61,275,251,49,81,18,7,5,48,24,,13,,,,,,,0.323,0.382,0.51,0.892,*1/938,0
150,Mike Trout,2019,27,LAA,AL,134,600,470,110,137,27,2,45,104,110,14,120,16,0,4,5,11,2,0.292,0.438,0.645,1.083,*8D/H,1
151,Jose Bautista,2011,30,TOR,AL,149,655,513,105,155,24,2,43,103,132,24,111,6,0,4,8,9,5,0.302,0.447,0.608,1.056,*95/D,1
152,Pedro Guerrero,1985,29,LAD,NL,137,581,487,99,156,22,2,33,87,83,14,68,6,0,5,13,12,4,0.32,0.422,0.577,0.999,7538/H9,1
153,Willie McCovey,1970,32,SFG,NL,152,638,495,98,143,39,2,39,126,137,40,75,3,0,3,13,0,0,0.289,0.444,0.612,1.056,*3/H,1
154,Joe Medwick,1937,25,STL,NL,156,677,633,111,237,56,10,31,154,41,13,50,2,1,,11,4,5,0.374,0.414,0.641,1.056,*7,1
155,Jimmie Foxx,1935,27,PHA,AL,147,649,535,118,185,33,7,36,115,114,13,99,0,0,,,6,4,0.346,0.461,0.636,1.096,*32/5,1
156,Babe Ruth,1922,27,NYY,AL,110,496,406,94,128,24,8,35,96,84,,80,1,4,,,2,5,0.315,0.434,0.672,1.106,79/3,1
157,Tris Speaker,1923,35,CLE,AL,150,695,574,133,218,59,11,17,130,93,,15,4,22,,,8,9,0.38,0.469,0.61,1.079,*8,1
158,George Sisler,1920,27,SLB,AL,154,692,631,137,257,49,18,19,122,46,,19,2,13,,,42,17,0.407,0.449,0.632,1.082,*3/1,1
159,Tris Speaker,1913,25,BOS,AL,141,611,520,94,189,35,22,3,71,65,,22,7,16,,,46,,0.364,0.441,0.533,0.974,*8/H,1
160,Sam Thompson,1894,34,PHI,NL,102,502,451,114,187,32,28,13,149,42,,13,1,8,,,27,,0.415,0.466,0.696,1.162,*9,1
161,King Kelly,1879,21,CIN,NL,77,353,345,78,120,20,12,2,47,8,,14,,,,,,,0.348,0.363,0.493,0.855,592/84,1
162,Carlos Delgado,2000,28,TOR,AL,162,711,569,115,196,57,1,41,137,123,18,104,15,0,4,12,0,1,0.345,0.47,0.664,1.134,*3,1
163,Frank Thomas,1997,29,CHW,AL,146,649,530,110,184,35,0,35,125,109,9,69,3,0,7,15,1,1,0.347,0.456,0.611,1.067,3D,1
164,Bobby Murcer,1971,25,NYY,AL,146,624,529,94,175,25,6,25,94,91,13,60,0,1,3,9,14,8,0.331,0.427,0.543,0.97,*8/H,1
165,Dick Allen,1966,24,PHI,NL,141,599,524,112,166,25,10,40,110,68,13,136,3,0,4,9,10,6,0.317,0.396,0.632,1.027,57/H,1
166,Lou Gehrig,1932,29,NYY,AL,156,708,596,138,208,42,9,34,151,108,7,38,3,1,,,4,11,0.349,0.451,0.621,1.072,*3,1
167,Dan Brouthers,1881,23,BUF,NL,65,288,270,60,86,18,9,8,45,18,,22,,,,,,,0.319,0.361,0.541,0.902,73/9,1
168,Travis Hafner,2006,29,CLE,AL,129,564,454,100,140,31,1,42,117,100,16,111,7,0,2,10,0,0,0.308,0.439,0.659,1.097,*D/3H,0
169,Cy Seymour,1905,32,CIN,NL,149,646,581,95,219,40,21,8,121,51,,29,2,9,,,21,,0.377,0.429,0.559,0.988,*8,0
170,Frank Thomas,1991,23,CHW,AL,158,701,559,104,178,31,2,32,109,138,13,112,1,0,2,20,1,2,0.318,0.453,0.553,1.006,D3/H,1
171,Rocky Colavito,1958,24,CLE,AL,143,578,489,80,148,26,3,41,113,84,6,89,2,0,3,16,0,2,0.303,0.405,0.62,1.024,*93/H71,1
172,Mickey Mantle,1955,23,NYY,AL,147,638,517,121,158,25,11,37,99,113,6,97,3,2,3,4,8,1,0.306,0.431,0.611,1.042,*8/H6,1
173,Al Rosen,1953,29,CLE,AL,155,688,599,115,201,27,5,43,145,85,4,48,4,0,,19,8,7,0.336,0.422,0.613,1.034,*5/63H,1
174,Harry Heilmann,1927,32,DET,AL,141,596,505,106,201,50,9,14,120,72,,16,2,17,,,11,5,0.398,0.475,0.616,1.091,*9/H,1
175,Jesse Burkett,1901,32,STL,NL,142,676,601,142,226,20,15,10,75,59,,70,10,3,,,27,,0.376,0.44,0.509,0.95,*7,1
176,Cap Anson,1886,34,CHC,NL,125,559,504,117,187,35,11,10,147,55,,19,,,,,29,,0.371,0.433,0.544,0.977,*32,1
177,Cap Anson,1882,30,CHC,NL,82,368,348,69,126,29,8,1,83,20,,7,,,,,,,0.362,0.397,0.5,0.897,*3/2,1
178,Charley Jones,1879,27,BSN,NL,83,384,355,85,112,22,10,9,62,29,,38,,,,,,,0.316,0.367,0.51,0.877,*7,0
179,John O'Rourke,1879,29,BSN,NL,72,325,317,69,108,17,11,6,62,8,,32,,,,,,,0.341,0.357,0.521,0.877,*8/9,0
180,Bryce Harper,2021,28,PHI,NL,141,599,488,101,151,42,1,35,84,100,14,134,5,2,4,12,13,3,0.309,0.429,0.615,1.044,*9/D3,1
181,DJ LeMahieu,2020,31,NYY,AL,50,216,195,41,71,10,2,10,27,18,0,21,2,0,1,3,3,0,0.364,0.421,0.59,1.011,*435/HD,1
182,Christian Yelich,2019,27,MIL,NL,130,580,489,100,161,29,3,44,97,80,16,118,8,0,3,8,30,2,0.329,0.429,0.671,1.1,*9/7HD8,1
183,Mike Trout,2013,21,LAA,AL,157,716,589,109,190,39,9,27,97,110,10,136,9,0,8,8,33,7,0.323,0.432,0.557,0.989,*87/D,1
184,Miguel Cabrera,2011,28,DET,AL,161,688,572,111,197,48,0,30,105,108,22,89,3,0,5,24,2,1,0.344,0.448,0.586,1.033,*3/DH,1
185,Frank Thomas,1995,27,CHW,AL,145,647,493,102,152,27,0,40,111,136,29,74,6,0,12,14,3,2,0.308,0.454,0.607,1.061,3D/H,1
186,George Brett,1985,32,KCR,AL,155,665,550,108,184,38,5,30,112,103,31,49,3,0,9,12,9,1,0.335,0.436,0.586,1.022,*5/HD,1
187,Henry Aaron,1963,29,MLN,NL,161,714,631,121,201,29,4,44,130,78,18,94,0,0,5,11,31,5,0.319,0.391,0.586,0.977,*9,1
188,Ted Williams,1958,39,BOS,AL,129,517,411,81,135,23,2,26,85,98,12,49,4,0,4,19,1,0,0.329,0.458,0.584,1.042,*7H,1
189,Ty Cobb,1916,29,DET,AL,145,637,543,113,201,31,10,5,68,78,,39,2,14,,,68,24,0.37,0.451,0.492,0.943,*8/37H,1
190,Dan Brouthers,1892,34,BRO,NL,152,688,588,121,197,30,20,5,124,84,,30,16,,,,31,,0.335,0.432,0.48,0.911,*3,1
191,Harry Lumley,1906,25,BRO,NL,133,554,484,72,157,23,12,9,61,48,,74,1,21,,,35,,0.324,0.387,0.477,0.864,*9/H,0
192,Lip Pike,1876,31,STL,NL,63,290,282,55,91,19,10,1,50,8,,9,,,,,,,0.323,0.341,0.472,0.813,*8/4,0
193,Miguel Cabrera,2010,27,DET,AL,150,648,548,111,180,45,1,38,126,89,32,95,3,0,8,17,3,3,0.329,0.42,0.622,1.042,*3/D,1
194,Albert Pujols,2006,26,STL,NL,143,634,535,119,177,33,1,49,137,92,28,50,4,0,3,20,7,2,0.331,0.431,0.671,1.102,*3/H,1
195,Barry Bonds,1998,33,SFG,NL,156,697,552,120,167,44,7,37,122,130,29,92,8,1,6,15,28,12,0.303,0.438,0.609,1.047,*7/H,1
